Name,pos;
JT11,[0,0.045098,0.014293];
JT12,[0,0,0];
JT13,[0,0,0.054];
JT14,[0,0,0.0384];
JT21,[0,0,0.0166];
JT22,[0,0,0];
JT23,[0,0,0.054];
JT24,[0,0,0.0384];
JT31,[0,-0.045098,0.014293];
JT32,[0,0,0];
JT33,[0,0,0.054];
JT34,[0,0,0.0384];
JT41,[-0.0182,0.016958,-0.073288];
JT42,[0,0,0.0554];
JT43,[0,0,0];
JT44,[0,0,0.0514];
